Actorclown                          , CUST_SPR_AllNewFTC_A/1.png
Aldrid                              , CUST_SPR_AllNewFTC_B/37.png
AngryWelshGamer                     , CUST_SPR_AllNewFTC_B/42.png
AshInChains                         , CUST_SPR_AllNewFTC_B/17.png
Babrooster                          , CUST_SPR_AllNewFTC_B/3.png
bag of 4 grapes                     , CUST_SPR_AllNewFTC_A/34.png , 195
Belladonna420                       , CUST_SPR_AllNewFTC_B/4.png
BenSmith999                         , CUST_SPR_AllNewFTC_B/35.png
bernardjag                          , CUST_SPR_AllNewFTC_B/33.png
BillTheKirk                         , CUST_SPR_AllNewFTC_B/28.png
Blair Beveridge                     , CUST_SPR_AllNewFTC_B/38.png
bloody_albatross                    , CUST_SPR_AllNewFTC_B/45.png
BoltonTetley                        , CUST_SPR_AllNewFTC_A/12.png
CC_LoveKatt                         , CUST_SPR_AllNewFTC_A/20.png
ChristaYK                           , CUST_SPR_AllNewFTC_B/8.png
Christine Kirby                     , CUST_SPR_AllNewFTC_B/20.png , 120
Cole Weathers                       , CUST_SPR_AllNewFTC_A/24.png
Cowpeeler                           , CUST_SPR_AllNewFTC_A/13.png
cRandyGamble                        , CUST_SPR_AllNewFTC_A/0.png
cutelittlekitty                     , CUST_SPR_AllNewFTC_B/5.png  , 280
Dana Clay                           , CUST_SPR_AllNewFTC_B/15.png
Darryl Brown\n(Tabletop Owlbear)    , CUST_SPR_AllNewFTC_A/8.png
EyhSharkle                          , CUST_SPR_AllNewFTC_A/4.png
famhistorynut                       , CUST_SPR_AllNewFTC_A/7.png
Farce Master                        , CUST_SPR_AllNewFTC_B/40.png
Flufflepuffcat                      , CUST_SPR_AllNewFTC_A/49.png
Garuda x17                          , CUST_SPR_AllNewFTC_A/11.png
GCRokzZzZz                          , CUST_SPR_AllNewFTC_A/45.png
Gil Ramirez                         , CUST_SPR_AllNewFTC_A/3.png
Gojira1000                          , CUST_SPR_AllNewFTC_A/29.png , 240
Good Dog                            , CUST_SPR_AllNewFTC_A/22.png , 130
irlbinky                            , CUST_SPR_AllNewFTC_B/49.png
Irvin Krahn                         , CUST_SPR_AllNewFTC_A/19.png
Jay Sear                            , CUST_SPR_AllNewFTC_A/14.png
jdilla83                            , CUST_SPR_AllNewFTC_B/2.png
Jeremy_Pinkham                      , CUST_SPR_AllNewFTC_B/36.png
jfunnyfur                           , CUST_SPR_AllNewFTC_B/21.png
JoeyCouture                         , CUST_SPR_AllNewFTC_A/5.png
johkurr                             , CUST_SPR_AllNewFTC_B/25.png
just swamp gas                      , CUST_SPR_AllNewFTC_B/7.png
Kassie Keenan                       , CUST_SPR_AllNewFTC_A/32.png
Kate-SwanStarDesigns                , CUST_SPR_AllNewFTC_A/41.png
khaleesikate88                      , CUST_SPR_AllNewFTC_B/12.png
kicky_sam                           , CUST_SPR_AllNewFTC_A/23.png
Liangelus                           , CUST_SPR_AllNewFTC_B/19.png , 60
Lissa                               , CUST_SPR_AllNewFTC_B/23.png
melisschdr                          , CUST_SPR_AllNewFTC_A/37.png
Moninius                            , CUST_SPR_AllNewFTC_A/21.png
Mynkx                               , CUST_SPR_AllNewFTC_A/26.png
nebbishHeretic                      , CUST_SPR_AllNewFTC_B/32.png
NikAlm                              , CUST_SPR_AllNewFTC_B/9.png
Noviel                              , CUST_SPR_AllNewFTC_B/16.png
Oleander                            , CUST_SPR_AllNewFTC_B/43.png
omalora                             , CUST_SPR_AllNewFTC_B/14.png
Paladin356                          , CUST_SPR_AllNewFTC_A/18.png
